,iteration,x,f(x),sum,epsilon,converged,gradient,m,v,beta1,beta2,alpha
340,340,[3.23710703009946 3.37776244381121],345.070657704219,<built-in function sum>,0.0001,False,[-66.7698731111188 -112.642991346693],[-71.0994785396464 -113.436012677068],[6080.24860254092 13097.1735550748],0.8,0.9,0.01
341,341,[3.24622050719095 3.38767430125041],343.362573440797,<built-in function sum>,0.0001,False,[-65.7444480560994 -112.444751123776],[-70.0284724429370 -113.237760366410],[5904.45698730694 13051.8384050961],0.8,0.9,0.01
342,342,[3.25532929804552 3.39758600444750],341.665966497089,<built-in function sum>,0.0001,False,[-64.7300896577104 -112.246513974992],[-68.9687958858917 -113.039511088126],[5733.00973928577 13006.5825545403],0.8,0.9,0.01
343,343,[3.26443335631829 3.40749755286421],339.980730459568,<built-in function sum>,0.0001,False,[-63.7267323634784 -112.048279911050],[-67.9203831814090 -112.841264852711],[5565.81840712983 12961.4060021888],0.8,0.9,0.01
344,344,[3.27353263501348 3.41740894595945],338.306759568084,<built-in function sum>,0.0001,False,[-62.7343106563207 -111.850048942716],[-66.8831686763914 -112.643021670712],[5402.79593976923 12916.3087468187],0.8,0.9,0.01
345,345,[3.28262708647294 3.42732018318930],336.643948715497,<built-in function sum>,0.0001,False,[-61.7527590549179 -111.651821080811],[-65.8570867520967 -112.444781552732],[5243.85667088178 12871.2907872030],0.8,0.9,0.01
346,346,[3.29171666236423 3.43723126400699],334.992193447294,<built-in function sum>,0.0001,False,[-60.7820121140920 -111.453596336214],[-64.8420718244957 -112.246544509428],[5088.91630345736 12826.3521221103],0.8,0.9,0.01
347,347,[3.30080131366864 3.44714218786288],333.351389961208,<built-in function sum>,0.0001,False,[-59.8220044251914 -111.255374719860],[-63.8380583446349 -112.048310551515],[4937.89189445639 12781.4927503049],0.8,0.9,0.01
348,348,[3.30988099066885 3.45705295420443],331.721435106829,<built-in function sum>,0.0001,False,[-58.8726706164803 -111.057156242742],[-62.8449807990039 -111.850079689760],[4790.70183956241 12736.7126705469],0.8,0.9,0.01
349,349,[3.31895564293634 3.46696356247619],330.102226385218,<built-in function sum>,0.0001,False,[-57.9339453535357 -110.858940915911],[-61.8627737099103 -111.651851934990],[4647.26585802881 12692.0118815920],0.8,0.9,0.01
350,350,[3.32802521931858 3.47687401211976],328.493661948508,<built-in function sum>,0.0001,False,[-57.0057633396493 -110.660728750476],[-60.8913716358581 -111.453627298088],[4507.50497761954 12647.3903821914],0.8,0.9,0.01
351,351,[3.33708966792586 3.48678430257382],326.895640599507,<built-in function sum>,0.0001,False,[-56.0880593162367 -110.462519757605],[-59.9307091719338 -111.255405789991],[4371.34151964376 12602.8481710922],0.8,0.9,0.01
352,352,[3.34614893611797 3.49669443327404],325.308061791289,<built-in function sum>,0.0001,False,[-55.1807680632521 -110.264313948524],[-58.9807209501975 -111.057187421698],[4238.69908408442 12558.3852470368],0.8,0.9,0.01
353,353,[3.35520297049045 3.50660440365312],323.730825626795,<built-in function sum>,0.0001,False,[-54.2838243996104 -110.066111334519],[-58.0413416400800 -110.858972204262],[4109.50253482075 12514.0016087634],0.8,0.9,0.01
354,354,[3.36425171686065 3.51651421314073],322.163832858410,<built-in function sum>,0.0001,False,[-53.3971631836158 -109.867911926938],[-57.1125059487872 -110.660760148797],[3983.67798494445 12469.6972550056],0.8,0.9,0.01
355,355,[3.37329512025343 3.52642386116349],320.606984887552,<built-in function sum>,0.0001,False,[-52.5207193133966 -109.669715737185],[-56.1941486217091 -110.462551266475],[3861.15278216966 12425.4721844926],0.8,0.9,0.01
356,356,[3.38233312488660 3.53633334714498],319.060183764250,<built-in function sum>,0.0001,False,[-51.6544277273482 -109.471522776730],[-55.2862044428369 -110.264345568526],[3741.85549433668 12381.3263959489],0.8,0.9,0.01
357,357,[3.39136567415602 3.54624267050569],317.523332186711,<built-in function sum>,0.0001,False,[-50.7982234045817 -109.273333057100],[-54.3886082351859 -110.066143066241],[3625.71589500919 12337.2598880948],0.8,0.9,0.01
358,358,[3.40039271062035 3.55615183066301],315.996333500896,<built-in function sum>,0.0001,False,[-49.9520413653813 -109.075146589886],[-53.5012948612250 -109.867943770970],[3512.66494916515 12293.2726596459],0.8,0.9,0.01
359,359,[3.40941417598553 3.56606082703119],314.479091700076,<built-in function sum>,0.0001,False,[-49.1158166716678 -108.876963386740],[-52.6241992233135 -109.669747694124],[3402.63479898112 12249.3647093130],0.8,0.9,0.01
360,360,[3.41843001108887 3.57596965902134],312.971511424395,<built-in function sum>,0.0001,False,[-48.2894844274709 -108.678783459376],[-51.7572562641450 -109.471554847174],[3295.55874971011 12205.5360358027],0.8,0.9,0.01
361,361,[3.42744015588283 3.58587832604140],311.473497960424,<built-in function sum>,0.0001,False,[-47.4729797794079 -108.480606819573],[-50.9004009671976 -109.273365241654],[3191.37125565270 12161.7866378167],0.8,0.9,0.01
362,362,[3.43644454941842 3.59578682749611],309.984957240702,<built-in function sum>,0.0001,False,[-46.6662379171719 -108.282433479172],[-50.0535683571924 -109.075178889158],[3090.00790622164 12118.1165140522],0.8,0.9,0.01
363,363,[3.44544312982824 3.60569516278701],308.505795843288,<built-in function sum>,0.0001,False,[-45.8691940740264 -108.084263450078],[-49.2166935005592 -108.876995801342],[2991.40541209955 12074.5256632015],0.8,0.9,0.01
364,364,[3.45443583430916 3.61560333131238],307.035920991290,<built-in function sum>,0.0001,False,[-45.0817835273095 -107.886096744260],[-48.3897115059093 -108.678815989925],[2895.50159148991 12031.0140839526],0.8,0.9,0.01
365,365,[3.46342259910461 3.62551133246725],305.575240552404,<built-in function sum>,0.0001,False,[-44.3039415989456 -107.687933373752],[-47.5725575245166 -108.480639466691],[2802.23535646120 11987.5817749883],0.8,0.9,0.01
366,366,[3.47240335948650 3.63541916564335],304.123663038433,<built-in function sum>,0.0001,False,[-43.5356036559664 -107.489773350655],[-46.7651667508065 -108.282466243484],[2711.54669938402 11944.2287349870],0.8,0.9,0.01
367,367,[3.48137804973670 3.64532683022910],302.681097604813,<built-in function sum>,0.0001,False,[-42.7767051110402 -107.291616687133],[-45.9674744228533 -108.084296332213],[2623.37667946131 11900.9549626221],0.8,0.9,0.01
368,368,[3.49034660312812 3.65523432560960],301.247454050129,<built-in function sum>,0.0001,False,[-42.0271814230102 -107.093463395418],[-45.1794158228846 -107.886129744854],[2537.66740935144 11857.7604565625],0.8,0.9,0.01
369,369,[3.49930895190545 3.66514165116659],299.822642815618,<built-in function sum>,0.0001,False,[-41.2869680974424 -106.895313487808],[-44.4009262777962 -107.687966493445],[2454.36204188422 11814.6452154719],0.8,0.9,0.01
370,370,[3.50826502726532 3.67504880627840],298.406574984678,<built-in function sum>,0.0001,False,[-40.5560006871823 -106.697166976668],[-43.6319411596734 -107.489806590090],[2373.40475686967 11771.6092380094],0.8,0.9,0.01
371,371,[3.51721475933617 3.68495579031998],296.999162282360,<built-in function sum>,0.0001,False,[-39.8342147929218 -106.499023874432],[-42.8723958863231 -107.291650046958],[2294.74074799956 11728.6525228292],0.8,0.9,0.01
372,372,[3.52615807715757 3.69486260266283],295.600317074866,<built-in function sum>,0.0001,False,[-39.1215460637752 -106.300884193600],[-42.1222259218135 -107.093496876287],[2218.31620984162 11685.7750685804],0.8,0.9,0.01
373,373,[3.53509490865913 3.70476924267501],294.209952369026,<built-in function sum>,0.0001,False,[-38.4179301978661 -106.102747946743],[-41.3813667770240 -106.895347090378],[2144.07832492626 11642.9768739074],0.8,0.9,0.01
374,374,[3.54402518063893 3.71467570972108],292.827981811783,<built-in function sum>,0.0001,False,[-37.7233029429232 -105.904615146500],[-40.6497540102039 -106.697200701602],[2071.97525092599 11600.2579374494],0.8,0.9,0.01
375,375,[3.55294881874141 3.72458200316209],291.454319689658,<built-in function sum>,0.0001,False,[-37.0376000968882 -105.706485805578],[-39.9273232275407 -106.499057722398],[2001.95610792710 11557.6182578410],0.8,0.9,0.01
376,376,[3.56186574743487 3.73448812235556],290.088880928224,<built-in function sum>,0.0001,False,[-36.3607575085331 -105.508359936758],[-39.2140100837392 -106.300918165270],[1933.97096579382 11515.0578337114],0.8,0.9,0.01
377,377,[3.57077588998838 3.74439406665546],288.731581091556,<built-in function sum>,0.0001,False,[-35.6927110780890 -105.310237552889],[-38.5097502826092 -106.102782042793],[1867.97083162483 11472.5766636848],0.8,0.9,0.01
378,378,[3.57967916844818 3.75429983541216],287.382336381690,<built-in function sum>,0.0001,False,[-35.0333967578860 -105.112118666891],[-37.8144795776645 -105.904649367613],[1803.90763730189 11430.1747463806],0.8,0.9,0.01
379,379,[3.58857550361359 3.76420542797241],286.041063638061,<built-in function sum>,0.0001,False,[-34.3827505530045 -104.914003291757],[-37.1281337727325 -105.706520152442],[1741.73422713072 11387.8520804128],0.8,0.9,0.01
380,380,[3.59746481501233 3.77411084367932],284.707680336946,<built-in function sum>,0.0001,False,[-33.7407085219384 -104.715891440552],[-36.4506487225737 -105.508394410064],[1681.40434557389 11345.6086643905],0.8,0.9,0.01
381,381,[3.60634702087529 3.78401608187236],283.382104590894,<built-in function sum>,0.0001,False,[-33.1072067772698 -104.517783126414],[-35.7819603335129 -105.310272153334],[1622.87262507579 11303.4444969174],0.8,0.9,0.01
382,382,[3.61522203811077 3.79392114188728],282.064255148146,<built-in function sum>,0.0001,False,[-32.4821814863564 -104.319678362553],[-35.1220045640816 -105.112153395178],[1566.09457397947 11261.3595765923],0.8,0.9,0.01
383,383,[3.62408978227806 3.80382602305610],280.754051392053,<built-in function sum>,0.0001,False,[-31.8655688720314 -104.121577162254],[-34.4707174256716 -104.914038148593],[1511.02656453534 11219.3539020086],0.8,0.9,0.01
384,384,[3.63295016756049 3.81373072470711],279.451413340487,<built-in function sum>,0.0001,False,[-31.2573052133159 -103.923479538878],[-33.8280349832004 -104.715926426650],[1457.62582100164 11177.4274717545],0.8,0.9,0.01
385,385,[3.64180310673782 3.82363524616481],278.156261645233,<built-in function sum>,0.0001,False,[-30.6573268461446 -103.725385505858],[-33.1938933557893 -104.517818242491],[1405.85040783661 11135.5802844129],0.8,0.9,0.01
386,386,[3.65064851115805 3.83353958674990],276.868517591391,<built-in function sum>,0.0001,False,[-30.0655701641049 -103.527295076704],[-32.5682287174524 -104.319713609334],[1355.65921798222 11093.8123385615],0.8,0.9,0.01
387,387,[3.65948629070852 3.84344374577924],275.588103096755,<built-in function sum>,0.0001,False,[-29.4819716191900 -103.329208265002],[-31.9509772977999 -104.121612540468],[1307.01196123947 11052.1236327726],0.8,0.9,0.01
388,388,[3.66831635378639 3.85334772256582],274.314940711190,<built-in function sum>,0.0001,False,[-28.9064677225657 -103.131125084415],[-31.3420753827531 -103.923515049257],[1259.86915273510 11010.5141656131],0.8,0.9,0.01
389,389,[3.67713860726848 3.86325151641875],273.048953616000,<built-in function sum>,0.0001,False,[-28.3389950453515 -102.933045548684],[-30.7414593152728 -103.725421149142],[1214.19210147964 10968.9839356445],0.8,0.9,0.01
390,390,[3.68595295648034 3.87315512664321],271.790065623288,<built-in function sum>,0.0001,False,[-27.7794902194170 -102.734969671625],[-30.1490654961016 -103.527330853639],[1169.94289901674 10927.5329414230],0.8,0.9,0.01
391,391,[3.69475930516465 3.88305855254043],270.538201175307,<built-in function sum>,0.0001,False,[-27.2278899381929 -102.536897467136],[-29.5648303845199 -103.329244176338],[1127.08440816370 10886.1611814993],0.8,0.9,0.01
392,392,[3.70355755544897 3.89296179340765],269.293285343799,<built-in function sum>,0.0001,False,[-26.6841309574975 -102.338828949191],[-28.9886904991154 -103.131161130909],[1085.58025184302 10844.8686544186],0.8,0.9,0.01
393,393,[3.71234760781258 3.90286484853811],268.055243829333,<built-in function sum>,0.0001,False,[-26.1481500963793 -102.140764131847],[-28.4205824185682 -102.933081731097],[1045.39480200500 10803.6553587205],0.8,0.9,0.01
394,394,[3.72112936105274 3.91276771722099],266.824002960622,<built-in function sum>,0.0001,False,[-25.6198842379756 -101.942703029238],[-27.8604427824497 -102.735005990725],[1006.49316864122 10762.5212929392],0.8,0.9,0.01
395,395,[3.72990271225009 3.92267039874142],265.599489693844,<built-in function sum>,0.0001,False,[-25.0992703303876 -101.744645655580],[-27.3082082920372 -102.536933923696],[968.841188888888 10721.4664556032],0.8,0.9,0.01
396,396,[3.73866755673320 3.93257289238040],264.381631611939,<built-in function sum>,0.0001,False,[-24.5862453875727 -101.546592025172],[-26.7638157111443 -102.338865543991],[932.405416225793 10680.4908452355],0.8,0.9,0.01
397,397,[3.74742378804247 3.94247519741481],263.170356923914,<built-in function sum>,0.0001,False,[-24.0807464902544 -101.348542152392],[-26.2272018669663 -102.140800865671],[897.153109756004 10639.5944603535],0.8,0.9,0.01
398,398,[3.75617129789301 3.95237731311736],261.965594464116,<built-in function sum>,0.0001,False,[-23.5827107868493 -101.150496051704],[-25.6983036509429 -101.942739902878],[863.052223586021 10598.7772994687],0.8,0.9,0.01
399,399,[3.76490997613684 3.96227923875655],260.767273691518,<built-in function sum>,0.0001,False,[-23.0920754944134 -100.952453737653],[-25.1770580196370 -101.744682669833],[830.071396291388 10558.0393610871],0.8,0.9,0.01
400,400,[3.77363971072410 3.97218097359666],259.575324688975,<built-in function sum>,0.0001,False,[-22.6087778996064 -100.754415224869],[-24.6634019956309 -101.546629180840],[798.179940473622 10517.3806437090],0.8,0.9,0.01
401,401,[3.78236038766341 3.98208251689770],258.389678162483,<built-in function sum>,0.0001,False,[-22.1327553596751 -100.556380528067],[-24.1572726684397 -101.348579450285],[767.347832407382 10476.8011458286],0.8,0.9,0.01
402,402,[3.79107189098136 3.99198386791537],257.210265440421,<built-in function sum>,0.0001,False,[-21.6639453034576 -100.358349662046],[-23.6586071954433 -101.150533492637],[737.545701777764 10436.3008659347],0.8,0.9,0.01
403,403,[3.79977410268105 4.00188502590106],256.037018472780,<built-in function sum>,0.0001,False,[-21.2022852324061 -100.160322641693],[-23.1673428028359 -100.952491322449],[708.744821507618 10395.8798025100],0.8,0.9,0.01
404,404,[3.80846690269960 4.01178599010178],254.869869830389,<built-in function sum>,0.0001,False,[-20.7477127216316 -99.9622994819789],[-22.6834167865950 -100.754452954355],[680.917097674792 10355.5379540315],0.8,0.9,0.01
405,405,[3.81715016886485 4.02168675976014],253.708752704120,<built-in function sum>,0.0001,False,[-20.3001654209693 -99.7642801979645],[-22.2067665134699 -100.556418403077],[654.035059519185 10315.2753189701],0.8,0.9,0.01
406,406,[3.82582377685095 4.03158733411434],252.553600904090,<built-in function sum>,0.0001,False,[-19.8595810560659 -99.5662648047971],[-21.7373294219891 -100.358387683421],[628.071849539511 10275.0918957910],0.8,0.9,0.01
407,407,[3.83448760013293 4.04148771239809],251.404348858841,<built-in function sum>,0.0001,False,[-19.4258974294887 -99.3682533177131],[-21.2750430234890 -100.160360810279],[603.001213679662 10234.9876829532],0.8,0.9,0.01
408,408,[3.84314150994035 4.05138789384060],250.260931614522,<built-in function sum>,0.0001,False,[-18.9990524218585 -99.1702457520382],[-20.8198449031629 -99.9623377986310],[578.797491604549 10194.9626789099],0.8,0.9,0.01
409,409,[3.85178537520977 4.06128787766654],249.123284834040,<built-in function sum>,0.0001,False,[-18.5789839930050 -98.9722421231881],[-20.3716727211313 -99.7643186635424],[555.435607065328 10155.0168821080],0.8,0.9,0.01
410,410,[3.86041906253623 4.07118766309601],247.991344796218,<built-in function sum>,0.0001,False,[-18.1656301831469 -98.7742424466693],[-19.9304642135345 -99.5663034201678],[532.891058353881 10115.1502909885],0.8,0.9,0.01
411,411,[3.86904243612357 4.08108724934452],246.865048394924,<built-in function sum>,0.0001,False,[-17.7589291140962 -98.5762467380797],[-19.4961571936468 -99.3682920837502],[511.139908846442 10075.3629039864],0.8,0.9,0.01
412,412,[3.87765535773368 4.09098663562291],245.744333138197,<built-in function sum>,0.0001,False,[-17.3588189904880 -98.3782550131096],[-19.0686895530150 -99.1702846696220],[490.158777636251 10035.6547195302],0.8,0.9,0.01
413,413,[3.88625768663457 4.10088582113734],244.629137147353,<built-in function sum>,0.0001,False,[-16.9652381010366 -98.1802672875418],[-18.6479992626194 -98.9722811932060],[469.924830255112 9996.02573604247],0.8,0.9,0.01
414,414,[3.89484927954730 4.11078480508925],243.519399156083,<built-in function sum>,0.0001,False,[-16.5781248198174 -97.9822835772533],[-18.2340243740590 -98.7742816700155],[450.415769483745 9956.47595193955],0.8,0.9,0.01
415,415,[3.90342999059171 4.12068358667535],242.415058509531,<built-in function sum>,0.0001,False,[-16.1974176075768 -97.7843038982150],[-17.8267030207625 -98.5762861156554],[431.609826250795 9917.00536563144],0.8,0.9,0.01
416,416,[3.91199967123092 4.13058216508751],241.316055163362,<built-in function sum>,0.0001,False,[-15.8230550130702 -97.5863282664931],[-17.4259734192241 -98.3782945458229],[413.485750620380 9877.61397552187],0.8,0.9,0.01
417,417,[3.92055817021464 4.14048053951282],240.222329682812,<built-in function sum>,0.0001,False,[-15.4549756744278 -97.3883566982497],[-17.0317738702648 -98.1803069763083],[396.022802868057 9838.30178000823],0.8,0.9,0.01
418,418,[3.92910533352122 4.15037870913344],239.133823241727,<built-in function sum>,0.0001,False,[-15.0931183205513 -97.1903892097437],[-16.6440427603221 -97.9823234229954],[379.200744645068 9799.06877748156],0.8,0.9,0.01
419,419,[3.93764100429836 4.16027667312668],238.050477621582,<built-in function sum>,0.0001,False,[-14.7374217725401 -96.9924258173311],[-16.2627185627657 -97.7843439018625],[362.999830230735 9759.91496632645],0.8,0.9,0.01
420,420,[3.94616502280258 4.17017443066486],236.972235210486,<built-in function sum>,0.0001,False,[-14.3878249451481 -96.7944665374663],[-15.8877398392422 -97.5863684289833],[347.400797872884 9720.84034492107],0.8,0.9,0.01
421,421,[3.95467722633740 4.18007198091533],235.899039002174,<built-in function sum>,0.0001,False,[-14.0442668482740 -96.5965113867027],[-15.5190452410485 -97.3883970205272],[332.384861216148 9681.84491163711],0.8,0.9,0.01
422,422,[3.96317744919007 4.18996932304039],234.830832594976,<built-in function sum>,0.0001,False,[-13.7066865884824 -96.3985603816934],[-15.1565735105353 -97.1904296927604],[317.933700818022 9642.92866483970],0.8,0.9,0.01
423,423,[3.97166552256704 4.19986645619731],233.767560190778,<built-in function sum>,0.0001,False,[-13.3750233705604 -96.2006135391921],[-14.8002634825403 -96.9924664620468],[304.029455752523 9604.09160288743],0.8,0.9,0.01
424,424,[3.98014127452799 4.20976337953820],232.709166593953,<built-in function sum>,0.0001,False,[-13.0492164991073 -96.0026708760538],[-14.4500540858537 -96.7945073448482],[290.654715301329 9565.33372413228],0.8,0.9,0.01
425,425,[3.98860452991850 4.21966009221007],231.655597210291,<built-in function sum>,0.0001,False,[-12.7292053801607 -95.8047324092359],[-14.1058843447151 -96.5965523577257],[277.792510732227 9526.65502691958],0.8,0.9,0.01
426,426,[3.99705511030124 4.22955659335469],230.606798045894,<built-in function sum>,0.0001,False,[-12.4149295228584 -95.6067981557987],[-13.7676933803438 -96.3986015173403],[265.426307164758 9488.05550958798],0.8,0.9,0.01
